id,translation
252,"{'input': '<QUESTION> What is the pixel aspect ratio and <COLUMN> country </COLUMN> of origin for all TV <TABLE> channels </TABLE> that do not use English ?  </QUESTION> <SCHEMA> The database name is ""tvshow"". This database has a table whose name is ""TV_Channel"". The column names of this table are ""id"" which is of type text, ""series name"" which is of type text, ""country"" which is of type text, ""language"" which is of type text, ""content"" which is of type text, ""pixel aspect ratio par"" which is of type text, ""hight definition tv"" which is of type text, ""pay per view ppv"" which is of type text, ""package option"" which is of type text. The mandatory column of this table is ""id"". The table ""tv series"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". The table ""cartoon"" has a reference in the table ""tv channel"" which are linked by the columns ""channel"" and ""id"". </SCHEMA>', 'output': ""<QUERY> SELECT  <COLUMN> Pixel_aspect_ratio_PAR </COLUMN>  <COLUMN> country </COLUMN>  FROM  <TABLE> tv_channel </TABLE> WHERE <COLUMN> LANGUAGE </COLUMN> not equals <VALUE> 'English' </VALUE> </QUERY>""}"
253,"{'input': '<QUESTION> How many poker <TABLE> players </TABLE> are there ?  </QUESTION> <SCHEMA> The database name is ""poker player"". This database has a table whose name is ""poker_player"". The column names of this table are ""poker player id"" which is of type number, ""people id"" which is of type number, ""final table made"" which is of type number, ""best finish"" which is of type number, ""money rank"" which is of type number, ""earnings"" which is of type number. The mandatory column of this table is ""poker player id"". The table ""poker player"" has a reference in the table ""people"" which are linked by the column ""people id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> poker player id </PRIMARY KEY>  FROM  <TABLE> poker_player </TABLE>  </QUERY>'}"
254,"{'input': '<QUESTION> Count the number of poker <TABLE> players </TABLE> .  </QUESTION> <SCHEMA> The database name is ""poker player"". This database has a table whose name is ""poker_player"". The column names of this table are ""poker player id"" which is of type number, ""people id"" which is of type number, ""final table made"" which is of type number, ""best finish"" which is of type number, ""money rank"" which is of type number, ""earnings"" which is of type number. The mandatory column of this table is ""poker player id"". The table ""poker player"" has a reference in the table ""people"" which are linked by the column ""people id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> poker player id </PRIMARY KEY>  FROM  <TABLE> poker_player </TABLE>  </QUERY>'}"
255,"{'input': '<QUESTION> List the <COLUMN> earnings </COLUMN> of poker <TABLE> players </TABLE> in descending order .  </QUESTION> <SCHEMA> The database name is ""poker player"". This database has a table whose name is ""poker_player"". The column names of this table are ""poker player id"" which is of type number, ""people id"" which is of type number, ""final table made"" which is of type number, ""best finish"" which is of type number, ""money rank"" which is of type number, ""earnings"" which is of type number. The mandatory column of this table is ""poker player id"". The table ""poker player"" has a reference in the table ""people"" which are linked by the column ""people id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Earnings </COLUMN>  FROM  <TABLE> poker_player </TABLE> ORDER BY <COLUMN> Earnings </COLUMN> DESCENDING </QUERY>'}"
256,"{'input': '<QUESTION> What are the <COLUMN> earnings </COLUMN> of poker <TABLE> players </TABLE> , ordered descending by value ?  </QUESTION> <SCHEMA> The database name is ""poker player"". This database has a table whose name is ""poker_player"". The column names of this table are ""poker player id"" which is of type number, ""people id"" which is of type number, ""final table made"" which is of type number, ""best finish"" which is of type number, ""money rank"" which is of type number, ""earnings"" which is of type number. The mandatory column of this table is ""poker player id"". The table ""poker player"" has a reference in the table ""people"" which are linked by the column ""people id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Earnings </COLUMN>  FROM  <TABLE> poker_player </TABLE> ORDER BY <COLUMN> Earnings </COLUMN> DESCENDING </QUERY>'}"
257,"{'input': '<QUESTION> List the final tables made and the best <COLUMN> finishes </COLUMN> of poker <TABLE> players </TABLE> .  </QUESTION> <SCHEMA> The database name is ""poker player"". This database has a table whose name is ""poker_player"". The column names of this table are ""poker player id"" which is of type number, ""people id"" which is of type number, ""final table made"" which is of type number, ""best finish"" which is of type number, ""money rank"" which is of type number, ""earnings"" which is of type number. The mandatory column of this table is ""poker player id"". The table ""poker player"" has a reference in the table ""people"" which are linked by the column ""people id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Final_Table_Made </COLUMN>  <COLUMN> Best_Finish </COLUMN>  FROM  <TABLE> poker_player </TABLE>  </QUERY>'}"
258,"{'input': '<QUESTION> What are the final tables made and best <COLUMN> finishes </COLUMN> for all poker <TABLE> players </TABLE> ?  </QUESTION> <SCHEMA> The database name is ""poker player"". This database has a table whose name is ""poker_player"". The column names of this table are ""poker player id"" which is of type number, ""people id"" which is of type number, ""final table made"" which is of type number, ""best finish"" which is of type number, ""money rank"" which is of type number, ""earnings"" which is of type number. The mandatory column of this table is ""poker player id"". The table ""poker player"" has a reference in the table ""people"" which are linked by the column ""people id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Final_Table_Made </COLUMN>  <COLUMN> Best_Finish </COLUMN>  FROM  <TABLE> poker_player </TABLE>  </QUERY>'}"
259,"{'input': '<QUESTION> What is the average <COLUMN> earnings </COLUMN> of poker <TABLE> players </TABLE> ?  </QUESTION> <SCHEMA> The database name is ""poker player"". This database has a table whose name is ""poker_player"". The column names of this table are ""poker player id"" which is of type number, ""people id"" which is of type number, ""final table made"" which is of type number, ""best finish"" which is of type number, ""money rank"" which is of type number, ""earnings"" which is of type number. The mandatory column of this table is ""poker player id"". The table ""poker player"" has a reference in the table ""people"" which are linked by the column ""people id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> avg </AGGREGATE> <COLUMN> Earnings </COLUMN>  FROM  <TABLE> poker_player </TABLE>  </QUERY>'}"
260,"{'input': '<QUESTION> Return the average <COLUMN> earnings </COLUMN> across all poker <TABLE> players </TABLE> .  </QUESTION> <SCHEMA> The database name is ""poker player"". This database has a table whose name is ""poker_player"". The column names of this table are ""poker player id"" which is of type number, ""people id"" which is of type number, ""final table made"" which is of type number, ""best finish"" which is of type number, ""money rank"" which is of type number, ""earnings"" which is of type number. The mandatory column of this table is ""poker player id"". The table ""poker player"" has a reference in the table ""people"" which are linked by the column ""people id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> avg </AGGREGATE> <COLUMN> Earnings </COLUMN>  FROM  <TABLE> poker_player </TABLE>  </QUERY>'}"
261,"{'input': '<QUESTION> What is the maximum number of final tables made among poker <TABLE> players </TABLE> with <COLUMN> earnings </COLUMN> less than <VALUE> 200000 </VALUE> ?  </QUESTION> <SCHEMA> The database name is ""poker player"". This database has a table whose name is ""poker_player"". The column names of this table are ""poker player id"" which is of type number, ""people id"" which is of type number, ""final table made"" which is of type number, ""best finish"" which is of type number, ""money rank"" which is of type number, ""earnings"" which is of type number. The mandatory column of this table is ""poker player id"". The table ""poker player"" has a reference in the table ""people"" which are linked by the column ""people id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> max </AGGREGATE> <COLUMN> Final_Table_Made </COLUMN>  FROM  <TABLE> poker_player </TABLE> WHERE <COLUMN> Earnings </COLUMN> less than <VALUE> 200000 </VALUE> </QUERY>'}"
262,"{'input': '<QUESTION> Return the maximum final tables made across all poker <TABLE> players </TABLE> who have <COLUMN> earnings </COLUMN> below <VALUE> 200000 </VALUE> .  </QUESTION> <SCHEMA> The database name is ""poker player"". This database has a table whose name is ""poker_player"". The column names of this table are ""poker player id"" which is of type number, ""people id"" which is of type number, ""final table made"" which is of type number, ""best finish"" which is of type number, ""money rank"" which is of type number, ""earnings"" which is of type number. The mandatory column of this table is ""poker player id"". The table ""poker player"" has a reference in the table ""people"" which are linked by the column ""people id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> max </AGGREGATE> <COLUMN> Final_Table_Made </COLUMN>  FROM  <TABLE> poker_player </TABLE> WHERE <COLUMN> Earnings </COLUMN> less than <VALUE> 200000 </VALUE> </QUERY>'}"
263,"{'input': '<QUESTION> What are different <COLUMN> nationalities </COLUMN> of <TABLE> people </TABLE> and the corresponding number of <TABLE> people </TABLE> from each <COLUMN> nation </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""poker player"". This database has a table whose name is ""people"". The column names of this table are ""people id"" which is of type number, ""nationality"" which is of type text, ""name"" which is of type text, ""birth date"" which is of type text, ""height"" which is of type number. The mandatory column of this table is ""people id"". The table ""poker player"" has a reference in the table ""people"" which are linked by the column ""people id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Nationality </COLUMN>  <PRIMARY KEY> people id </PRIMARY KEY>  FROM  <TABLE> people </TABLE> GROUP BY <COLUMN>  Nationality </COLUMN> </QUERY>'}"
264,"{'input': '<QUESTION> How many <TABLE> people </TABLE> are there of each <COLUMN> nationality </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""poker player"". This database has a table whose name is ""people"". The column names of this table are ""people id"" which is of type number, ""nationality"" which is of type text, ""name"" which is of type text, ""birth date"" which is of type text, ""height"" which is of type number. The mandatory column of this table is ""people id"". The table ""poker player"" has a reference in the table ""people"" which are linked by the column ""people id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Nationality </COLUMN>  <PRIMARY KEY> people id </PRIMARY KEY>  FROM  <TABLE> people </TABLE> GROUP BY <COLUMN>  Nationality </COLUMN> </QUERY>'}"
265,"{'input': '<QUESTION> List the <COLUMN> names </COLUMN> and <COLUMN> birth </COLUMN> dates of <TABLE> people </TABLE> in ascending alphabetical order of name .  </QUESTION> <SCHEMA> The database name is ""poker player"". This database has a table whose name is ""people"". The column names of this table are ""people id"" which is of type number, ""nationality"" which is of type text, ""name"" which is of type text, ""birth date"" which is of type text, ""height"" which is of type number. The mandatory column of this table is ""people id"". The table ""poker player"" has a reference in the table ""people"" which are linked by the column ""people id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Name </COLUMN>  <COLUMN> Birth_Date </COLUMN>  FROM  <TABLE> people </TABLE> ORDER BY <COLUMN> Name </COLUMN> ASCENDING </QUERY>'}"
